Pais;Data;PIB;Consumo;Investimento;Gastos_Governo;Exportacoes;Importacoes;Inflacao;Desemprego;Taxa_Juros;Divida_Publica;Producao_Industrial;Setor_Agricola;Setor_Servicos;Balanca_Comercial;Crescimento_PIB
Índia;07/06/2024;46308.95;28014.3;6555.82;10608.52;9810.39;11394.92;0.11;13.98;3.8;35040.2;15188.45;5486.82;27286.77;-1584.53;1.95
Índia;08/06/2024;49779.92;31277.15;7764.59;8726.32;7720.59;6872.76;0.78;10.39;7.36;51503.07;16626.65;3220.52;28624.2;847.83;0.94
Índia;09/06/2024;66841.78;44462.29;8405.28;13274.98;10150.11;7571.33;0.7;9.87;4.0;32839.67;15268.07;5210.11;39866.42;2578.78;1.89
Índia;10/06/2024;44231.33;29588.93;4725.63;10314.12;11107.69;10650.54;0.47;9.18;5.68;35003.23;10927.85;2925.51;23989.07;457.16;1.74
Índia;11/06/2024;59847.2;36163.01;9007.83;14874.86;17888.87;11449.34;0.37;7.47;6.72;30039.35;20769.02;7259.42;25867.5;6439.53;0.09
Índia;12/06/2024;54978.08;29948.7;5971.01;11791.89;6645.84;8764.88;0.67;4.93;8.84;25643.91;16031.29;7827.72;23039.87;-2119.04;-0.69
Índia;13/06/2024;46648.65;29590.08;7177.5;8388.29;10431.22;7789.13;0.35;7.59;3.59;35479.89;11990.41;3822.88;21654.53;2642.09;-0.34
Índia;14/06/2024;41195.23;22326.17;5297.97;10184.52;5801.72;6866.73;0.91;3.14;6.05;44621.49;9274.39;5407.77;21801.39;-1065.01;1.46
Índia;15/06/2024;51903.93;31437.62;6514.43;8885.46;7624.73;10874.36;0.63;9.02;8.34;18341.15;10662.82;6854.99;25083.3;-3249.62;1.0
Índia;16/06/2024;59982.05;34840.21;8628.78;9132.37;12361.38;6317.09;0.35;4.64;2.18;66984.91;20717.86;3197.5;34957.7;6044.29;1.55
Índia;17/06/2024;25107.81;14497.21;4151.36;4224.32;2883.52;6200.92;0.82;7.56;0.66;29163.46;5215.1;1262.0;11492.61;-3317.39;1.24
Índia;18/06/2024;74739.88;50003.5;11845.56;14650.3;7697.03;11375.5;0.08;5.63;0.69;82739.69;22884.72;7132.5;43813.31;-3678.48;-0.37
Índia;19/06/2024;43959.26;23139.93;7304.27;9387.01;12609.19;6216.56;0.77;14.06;4.56;29685.51;11222.1;6522.65;22931.64;6392.63;1.77
Índia;20/06/2024;60567.71;35728.18;11399.9;11886.6;7966.51;11499.42;0.87;3.41;2.84;69752.78;14568.46;5441.19;28198.69;-3532.9;-0.22
Índia;21/06/2024;60587.63;34291.83;10320.01;10577.89;8251.65;13393.31;0.13;12.28;6.36;47419.15;16303.3;6273.29;25752.67;-5141.66;-0.26
Índia;22/06/2024;46751.51;23553.78;7943.12;10742.02;11122.96;9645.08;0.86;11.42;3.5;24095.91;12228.64;4503.14;21250.89;1477.88;-0.12
Índia;23/06/2024;40688.16;26589.31;5115.81;7756.93;6311.25;9083.24;0.39;14.74;6.01;12816.56;13112.62;4838.84;18359.47;-2771.99;-0.19
Índia;24/06/2024;56676.16;33917.61;9444.61;13600.55;7552.74;7090.13;0.7;6.81;2.27;52069.57;11849.42;5845.38;29931.86;462.61;0.15
Índia;25/06/2024;46462.69;27238.67;5394.8;9238.75;7794.75;10918.83;0.06;11.04;7.22;39402.66;12929.36;2858.73;24236.61;-3124.07;0.7
Índia;26/06/2024;41589.64;28387.66;7786.34;6323.84;12348.74;7686.45;0.92;4.79;6.96;29634.41;9154.68;2173.97;18434.84;4662.29;-0.95
Índia;27/06/2024;33719.34;23291.07;5504.95;7633.09;6297.19;4723.39;0.77;8.61;10.0;28098.02;11018.59;2656.73;16366.47;1573.81;-0.28
Índia;28/06/2024;58160.91;38100.24;10220.31;12171.22;14320.35;8961.87;0.88;14.07;6.64;36971.34;18975.99;8611.3;29999.33;5358.48;0.98
Índia;29/06/2024;54384.5;29332.93;7739.5;11486.22;10482.91;10985.31;0.28;4.9;0.28;18220.82;13786.95;2837.55;24708.88;-502.4;0.54
Índia;30/06/2024;58904.7;38219.18;9359.57;11984.61;8743.02;6029.68;0.13;14.78;9.28;34166.18;14617.05;8195.56;24487.14;2713.34;-0.49
Índia;01/07/2024;54920.53;33646.43;10560.46;10892.78;10619.91;8958.41;0.65;6.88;6.68;51257.39;12726.19;6013.52;29951.44;1661.5;1.88
Índia;02/07/2024;61279.84;42147.1;7384.58;12729.63;11880.5;9338.25;0.34;14.65;0.37;65402.92;16424.43;6536.61;33572.17;2542.25;0.37
Índia;03/07/2024;56508.04;33626.41;7691.2;10463.43;7490.16;9529.96;0.6;12.58;2.89;56306.29;15995.5;4283.54;31497.67;-2039.8;0.81
Índia;04/07/2024;39057.22;26987.63;5032.19;9659.37;8245.38;6570.07;0.87;4.89;4.62;16128.27;11404.02;2118.82;23279.53;1675.31;-0.98
Índia;05/07/2024;51930.58;34510.62;7052.8;9056.72;6991.45;9330.92;0.27;13.56;0.3;19531.05;12067.19;3024.13;29372.03;-2339.47;-0.99
Índia;06/07/2024;55785.95;35163.62;8119.55;12678.69;10157.54;10976.32;0.64;7.37;1.14;38476.71;18479.62;7231.99;26458.56;-818.78;1.6
Índia;07/07/2024;36439.16;24516.27;5442.69;7046.72;5355.94;7823.16;0.55;5.49;2.59;23474.76;10208.38;4755.96;16086.03;-2467.22;1.22
Índia;08/07/2024;47264.75;32293.43;6596.65;8818.79;9242.24;10519.5;0.09;7.65;0.29;36207.61;16146.52;3120.67;21320.2;-1277.26;1.1
Índia;09/07/2024;58348.37;31994.95;6223.24;10049.19;13292.35;8427.61;0.84;10.39;0.5;22135.88;14125.5;6264.14;34272.38;4864.74;-0.69
Índia;10/07/2024;66443.63;44260.31;10450.39;12384.55;15188.55;14468.23;0.36;14.04;5.51;29316.07;18738.21;8408.26;34372.31;720.32;0.75
Índia;11/07/2024;49639.96;28449.46;5181.36;10827.33;6782.01;7569.48;0.58;8.28;7.02;52632.58;11188.2;3864.94;21700.78;-787.47;0.5
Índia;12/07/2024;45362.58;23400.34;7898.85;7384.76;13125.84;10254.46;0.97;3.49;2.05;52843.83;15772.39;3541.46;23577.23;2871.38;-0.38
Índia;13/07/2024;38729.54;22260.18;5995.12;7464.97;7927.26;7821.31;0.3;11.87;4.17;12378.61;12664.45;3027.05;22155.14;105.94;1.23
Índia;14/07/2024;60109.24;34944.03;9919.75;14978.92;9707.65;10072.23;0.15;13.46;5.53;23546.83;17409.72;5818.23;27739.0;-364.58;-0.94
Índia;15/07/2024;43530.63;27993.47;5481.53;10789.48;5955.38;10184.46;0.37;14.99;8.04;36723.94;14129.81;6080.2;26097.37;-4229.08;-0.49
Índia;16/07/2024;43759.04;26997.1;6068.64;8250.58;9909.85;7685.14;0.81;6.94;5.3;51155.01;9345.94;3362.92;18393.27;2224.71;-0.81
Índia;17/07/2024;45513.27;25709.73;8448.77;7509.69;6707.21;9411.48;0.74;7.3;0.1;29282.06;13987.19;5528.95;22026.62;-2704.27;0.05
Índia;18/07/2024;56053.73;35897.56;10924.6;12851.96;8175.66;13699.33;0.61;4.35;3.37;53344.77;18524.09;5770.69;23965.59;-5523.67;-0.63
Índia;19/07/2024;47971.13;28001.29;8525.1;9407.24;12763.59;9526.78;0.19;5.57;3.5;37620.98;14474.86;3228.85;20659.0;3236.8;-0.96
Índia;20/07/2024;49236.49;25729.54;8625.42;7658.13;10888.92;9361.42;0.99;11.13;6.99;18742.85;16319.47;4037.48;22772.33;1527.5;0.4
Índia;21/07/2024;39686.35;26014.51;4943.37;6439.98;9498.47;9454.75;0.91;3.75;3.92;22169.4;10644.05;2184.52;19134.38;43.73;1.88
Índia;22/07/2024;60418.15;37059.88;7354.68;13951.94;10843.2;6619.83;0.35;12.77;2.21;35881.73;14544.62;8446.9;27722.34;4223.37;-0.28
Índia;23/07/2024;56690.79;37054.08;6732.69;12380.84;14627.42;11987.25;0.53;9.18;8.22;52161.41;18080.81;4010.56;33633.89;2640.17;1.2
Índia;24/07/2024;51439.96;30065.22;8226.49;11007.07;13387.15;10551.28;0.84;7.74;4.21;24162.68;14267.19;4637.61;27415.91;2835.87;0.81
Índia;25/07/2024;47849.41;32685.42;5840.14;10625.93;9553.06;9828.26;0.54;10.83;7.52;22671.56;12027.08;6542.12;27141.25;-275.2;1.04
Índia;26/07/2024;52317.59;29353.52;6310.88;8101.56;15005.29;10221.6;0.41;11.28;4.58;32207.19;14396.37;6469.61;29692.4;4783.69;-0.7
Índia;27/07/2024;48103.55;24428.06;7190.62;11179.01;8155.39;8243.68;0.57;13.96;9.27;41786.17;9694.23;3317.27;21181.74;-88.3;0.8
Índia;28/07/2024;44832.91;28761.16;4882.18;8023.59;9030.66;9670.69;0.34;8.97;4.96;50844.29;14650.68;6087.79;19427.06;-640.03;1.7
Índia;29/07/2024;59401.16;36998.81;8495.41;10949.06;8886.62;10515.96;0.84;12.18;5.1;36147.22;11993.58;4203.84;25979.85;-1629.34;0.77
Índia;30/07/2024;27674.13;18933.32;3642.54;6346.08;4592.43;6769.77;0.19;7.88;1.49;13936.7;5974.69;1686.78;14548.27;-2177.33;1.35
Índia;31/07/2024;54443.64;33733.75;6028.39;10179.56;13231.76;13433.17;0.74;5.17;8.19;16496.51;14828.2;4600.88;32081.74;-201.4;-0.86
Índia;01/08/2024;48179.76;26552.53;6069.99;9266.8;13715.29;9534.44;0.12;12.9;6.3;15154.41;16274.43;2637.53;25149.3;4180.85;0.8
Índia;02/08/2024;60715.34;31859.04;9317.81;12589.96;10900.44;10880.85;0.5;12.11;1.46;19831.49;20626.44;4940.08;33900.2;19.59;-0.04
Índia;03/08/2024;53347.35;26715.75;6484.87;8564.6;14112.94;6701.42;0.99;10.35;3.23;40239.45;18365.18;6061.05;29379.67;7411.52;0.48
Índia;04/08/2024;53479.55;33205.19;8246.13;12693.0;10152.6;9147.32;0.71;4.92;1.3;45805.24;12167.55;5003.15;29996.12;1005.27;-0.07
Índia;05/08/2024;50235.45;32575.58;6670.49;7735.07;5944.35;8292.87;0.32;8.63;5.23;57691.53;13604.98;6819.34;28641.22;-2348.52;1.66
Índia;06/08/2024;32016.52;21042.87;4234.76;7670.46;3873.02;6458.48;0.48;10.28;1.11;37592.58;9834.39;2513.55;18502.3;-2585.46;0.36
Índia;07/08/2024;53190.04;28574.31;7609.48;9676.96;12855.24;5488.67;0.88;8.19;1.13;52715.56;18523.19;7461.15;23028.14;7366.57;-0.35
Índia;08/08/2024;59195.87;33047.31;8177.12;13267.41;12943.91;13113.16;0.78;12.59;1.78;31447.98;13460.29;3685.73;33745.01;-169.25;-0.99
Índia;09/08/2024;35154.13;21989.0;6583.96;5861.94;10065.6;8564.3;0.58;11.01;1.87;41683.24;10930.13;3572.43;17583.95;1501.3;0.85
Índia;10/08/2024;53829.28;27667.36;8638.5;11168.07;9232.63;6111.78;0.55;8.25;3.12;36884.31;11257.78;3150.3;23085.53;3120.86;0.66
Índia;11/08/2024;37614.05;20936.8;4645.77;8013.62;8251.27;5669.76;0.94;7.78;1.9;41370.99;11484.32;4697.61;21432.22;2581.51;1.39
Índia;12/08/2024;45659.17;28453.03;7651.12;8185.33;13645.53;10094.75;0.91;4.83;0.38;14872.83;15067.81;4777.8;21073.66;3550.78;1.42
Índia;13/08/2024;55543.32;34926.3;8993.18;12761.52;10766.37;6902.07;0.92;13.38;2.49;33102.97;17941.67;8177.3;30831.42;3864.3;-0.84
Índia;14/08/2024;63968.4;37945.91;10720.44;9827.79;9104.48;13680.14;0.19;14.65;3.67;30373.57;14658.37;4318.33;30032.38;-4575.67;0.74
Índia;15/08/2024;45360.55;30692.17;8770.54;9525.14;10276.98;8080.6;0.34;9.41;1.65;26786.02;10429.86;6077.52;19623.14;2196.39;1.24
Índia;16/08/2024;51940.98;33923.69;5716.58;11801.11;11280.83;10540.05;0.72;4.96;7.98;52131.58;15427.83;5218.69;29605.39;740.77;1.64
Índia;17/08/2024;44730.46;25360.36;6856.71;8721.65;8276.59;10027.64;0.66;8.69;7.88;51386.22;11681.44;2842.18;26120.75;-1751.04;1.87
Índia;18/08/2024;67521.52;34982.51;7065.81;10765.89;17210.74;11401.44;0.66;9.66;1.94;69743.17;15673.72;4607.02;35351.66;5809.3;1.61
Índia;19/08/2024;39268.74;26436.92;5648.59;8582.03;10408.84;5200.67;0.39;10.6;8.39;23655.56;11513.27;2193.39;23031.19;5208.17;1.69
Índia;20/08/2024;45862.8;28262.86;5410.76;6973.34;5901.16;10377.3;0.74;12.12;4.06;14865.53;11358.67;4380.66;21629.68;-4476.13;0.5
Índia;21/08/2024;54947.93;34202.77;6143.6;13230.75;11649.24;12551.19;0.47;11.78;8.95;46209.91;14358.54;5911.37;23813.33;-901.95;1.11
Índia;22/08/2024;49449.45;30124.18;6935.92;9805.11;6682.77;5524.73;0.44;14.21;1.8;27436.71;16410.11;3795.22;23594.41;1158.04;-0.69
Índia;23/08/2024;44642.03;22737.42;7412.43;7360.75;9451.4;7345.14;0.09;8.15;2.48;47883.93;10688.82;5350.85;23969.65;2106.26;-0.42
Índia;24/08/2024;61981.68;32235.28;9982.42;10348.26;9183.09;12225.61;0.64;10.98;5.43;62323.33;18424.74;4421.44;26049.31;-3042.52;-0.97
Índia;25/08/2024;51954.6;26050.05;5747.93;10049.2;5256.37;8177.62;0.78;4.54;7.88;24471.4;12168.51;3865.54;24146.22;-2921.26;0.5
Índia;26/08/2024;60791.81;30658.57;6963.68;13667.93;15470.72;14690.54;0.29;5.7;5.74;22548.04;18771.66;5946.65;32949.72;780.19;-0.52
Índia;27/08/2024;57061.66;33835.63;7676.06;11248.94;12073.81;11566.05;0.87;5.8;4.27;22928.21;14272.69;5021.07;27861.13;507.76;1.78
Índia;28/08/2024;32708.69;18716.52;5725.93;5551.38;8215.35;7770.33;0.69;7.94;0.63;12876.81;10049.15;2006.81;15793.49;445.02;1.61
Índia;29/08/2024;41722.11;25334.72;5577.31;7221.79;8678.47;6300.89;0.96;3.16;9.45;20451.45;11938.06;3186.38;23510.45;2377.58;1.1
Índia;30/08/2024;53687.98;36600.13;6571.56;12422.51;13883.41;8451.97;0.04;5.0;4.74;38845.88;11589.51;4224.26;25532.38;5431.44;1.45
Índia;31/08/2024;34908.22;23725.87;5597.67;6191.66;8277.83;8437.34;0.11;6.37;5.47;21187.59;11507.85;2657.96;20127.27;-159.5;1.5
Índia;01/09/2024;40621.91;22198.32;7778.97;6453.45;10813.78;7482.27;0.12;7.5;5.34;18485.52;8902.5;3139.76;20807.37;3331.52;1.32
Índia;02/09/2024;66475.41;46023.48;7633.85;10028.21;19701.69;8014.52;0.75;12.28;0.84;68479.44;15783.42;8597.54;30824.98;11687.18;1.25
Índia;03/09/2024;28865.49;19304.57;4280.05;5433.37;3739.43;4112.48;0.99;13.28;3.07;24715.17;10093.77;3432.59;13502.71;-373.04;-0.88
Índia;04/09/2024;53108.42;35043.84;6827.14;8729.39;6535.88;6164.33;0.11;9.19;7.64;58602.01;16087.17;3163.48;31303.16;371.54;-0.98
Índia;05/09/2024;53130.38;32142.79;10623.59;11291.33;14139.06;6760.48;0.64;3.16;8.08;35675.26;12681.8;4031.97;31663.57;7378.58;1.6
Índia;06/09/2024;55712.31;36644.22;8386.19;10580.3;12155.85;10128.39;0.89;14.68;9.31;55224.12;14530.67;7027.26;30974.65;2027.46;-0.49
Índia;07/09/2024;58089.21;31572.43;9513.53;12378.43;10166.88;6792.13;0.43;14.05;7.81;35947.12;13326.06;5579.97;32042.59;3374.75;1.06
Índia;08/09/2024;61233.71;41431.94;8030.91;12212.73;9274.08;13226.65;0.42;8.14;8.15;58593.82;16580.22;5367.68;32923.88;-3952.57;1.83
Índia;09/09/2024;44856.26;30312.14;5232.05;10772.2;11927.68;8924.28;0.85;6.12;8.56;36130.35;10163.25;3384.66;25028.47;3003.4;1.53
Índia;10/09/2024;49158.75;33179.88;5822.3;11808.04;9770.95;12239.63;0.48;6.03;0.6;44168.21;9868.55;6567.65;22718.96;-2468.68;1.0
Índia;11/09/2024;71512.19;36516.68;8558.41;17114.76;13123.0;13215.64;0.46;13.93;1.99;75446.7;14946.91;9706.39;41518.88;-92.63;1.37
Índia;12/09/2024;49962.43;27750.39;5566.4;9996.77;11649.49;11135.62;0.51;9.56;9.36;17137.17;12382.75;4687.29;26375.27;513.87;-0.71
Índia;13/09/2024;46261.95;24843.31;7362.67;7589.51;7680.04;10606.91;0.79;6.37;4.2;35016.5;13187.07;3702.87;23446.48;-2926.87;1.32
Índia;14/09/2024;57632.31;36723.09;11243.75;10020.22;13580.9;13973.17;0.1;9.74;9.84;20476.08;14664.07;3371.49;29805.03;-392.27;1.56
Índia;15/09/2024;42585.95;25807.83;5772.02;9905.96;5399.6;10100.11;0.81;3.18;2.78;47791.48;13980.15;4228.86;21696.04;-4700.51;-0.76
Índia;16/09/2024;43531.01;28728.81;4685.47;9332.62;5344.69;7184.92;0.36;7.98;5.77;18559.21;10162.71;2635.69;23097.27;-1840.23;-0.84
Índia;17/09/2024;50926.97;34520.38;6754.01;8732.67;14874.06;8482.97;0.35;4.51;1.67;49274.52;11723.92;3458.02;23652.86;6391.09;1.74
Índia;18/09/2024;50310.42;31085.46;8930.26;11163.38;14588.87;10241.22;0.13;5.43;7.03;24828.82;16300.63;6941.16;24293.83;4347.65;0.15
Índia;19/09/2024;68671.09;36501.18;10572.26;15637.59;15078.88;10779.89;0.61;14.95;6.83;51696.24;22545.17;6666.96;33678.69;4298.99;0.67
Índia;20/09/2024;48842.34;27550.58;5233.27;9168.01;12018.84;8456.29;0.85;5.19;2.22;42975.36;15764.82;5839.14;23874.22;3562.55;1.65
Índia;21/09/2024;59367.67;40415.82;9082.87;12398.0;13855.09;14595.23;0.81;3.42;4.29;64225.6;12197.45;6709.9;34967.62;-740.14;-0.06
Índia;22/09/2024;54909.94;35385.69;7201.57;11750.98;15775.39;8529.86;0.96;7.59;3.92;54239.08;13953.98;4545.72;24002.24;7245.52;-0.73
Índia;23/09/2024;49112.51;30951.02;7258.9;9205.14;8924.85;5496.24;0.67;9.15;0.66;42515.85;11366.8;3135.59;29242.1;3428.61;-0.76
Índia;24/09/2024;62458.86;40346.99;10599.3;12627.5;7313.16;8983.57;0.16;14.8;0.99;19445.43;14542.08;8024.1;35525.66;-1670.41;1.1
Índia;25/09/2024;63995.66;40664.21;12758.61;12409.91;8802.38;7036.98;0.62;14.21;7.86;61375.91;17767.73;4353.36;29108.91;1765.4;-0.15
Índia;26/09/2024;46791.6;29619.3;8686.17;7659.24;4990.8;8269.24;0.9;14.53;4.78;24555.63;14740.94;3131.93;26427.98;-3278.44;1.61
Índia;27/09/2024;40514.89;21159.31;6522.36;10055.26;7675.04;5653.5;0.83;11.56;0.74;21653.47;10370.63;2903.12;23360.11;2021.54;-0.44
Índia;28/09/2024;44344.27;29205.73;7722.18;6705.44;6909.41;7831.39;0.22;12.82;1.35;19952.51;12782.9;2321.51;26545.14;-921.98;0.59
Índia;29/09/2024;37417.65;25852.7;4992.83;6090.98;7146.18;4456.19;0.96;9.06;6.0;27538.17;8789.47;2508.17;22192.1;2689.99;-0.05
Índia;30/09/2024;57715.26;29530.73;8684.34;10065.84;13925.69;9043.46;0.93;8.23;6.76;61428.29;19019.02;6081.86;32361.65;4882.23;-0.26
Índia;01/10/2024;45843.86;25982.86;6169.69;10882.07;8926.78;9677.47;0.47;6.77;9.39;39524.61;13576.95;4543.99;20040.48;-750.69;1.5
Índia;02/10/2024;50911.38;32974.86;7034.63;12406.71;8592.88;5388.7;0.26;7.42;8.2;51362.82;13484.72;6113.88;22689.65;3204.18;1.67
Índia;03/10/2024;48542.44;32128.51;7333.54;11231.37;6467.56;6688.51;0.4;13.31;9.57;17043.81;16555.79;5816.41;24114.46;-220.95;-0.27
Índia;04/10/2024;43685.0;24322.18;7270.11;8389.44;4642.31;10699.04;0.67;12.47;6.43;41172.9;8993.99;3884.47;25646.64;-6056.73;1.87
Índia;05/10/2024;60286.67;38436.17;7062.76;14131.83;10864.01;7993.33;0.98;11.22;1.85;65317.62;19515.45;3635.7;25642.47;2870.68;-0.33
Índia;06/10/2024;51114.78;34755.49;8818.45;12275.23;13747.57;9197.58;0.05;11.65;6.17;26017.09;17310.76;6067.21;28649.35;4549.99;1.33
Índia;07/10/2024;46149.46;30102.3;7308.1;7498.91;8522.72;6270.58;0.75;4.65;6.13;15011.65;14013.16;2719.88;19646.78;2252.14;0.44
Índia;08/10/2024;43482.87;21834.72;8601.14;7697.92;4389.75;9985.45;0.07;13.49;7.99;17781.86;9434.21;5402.52;24221.62;-5595.7;0.13
Índia;09/10/2024;47627.26;29631.71;6741.12;8733.21;9883.06;6925.71;0.22;9.49;5.27;49028.52;14173.52;3974.92;25600.15;2957.35;-0.65
Índia;10/10/2024;52961.69;28403.74;8401.17;10893.58;10912.32;10334.48;0.15;12.61;8.75;40725.71;16032.84;6989.22;28072.61;577.84;0.3
Índia;11/10/2024;54725.38;30499.05;9857.21;13667.0;13822.37;8023.14;0.12;9.53;1.16;39155.14;13708.96;5339.8;25336.14;5799.23;1.53
Índia;12/10/2024;52009.99;30551.35;5746.37;11160.11;13297.94;8514.49;0.61;8.35;2.01;43548.12;15873.02;3896.59;28186.11;4783.45;1.58
Índia;13/10/2024;51156.02;32582.79;5779.63;10206.26;12889.02;6643.33;0.91;13.39;5.94;51154.2;11372.61;3827.25;28384.57;6245.69;0.33
Índia;14/10/2024;48958.51;26251.72;6316.17;10390.03;5298.17;5984.71;0.2;13.65;8.88;24048.8;14184.66;4211.31;20076.37;-686.54;-0.54
Índia;15/10/2024;41091.35;26574.44;6625.29;7014.92;8161.65;7872.87;0.36;14.5;0.95;16988.87;13498.13;3083.06;17506.78;288.78;0.16
Índia;16/10/2024;53630.75;28621.17;8068.01;11979.36;13467.63;7801.79;0.69;14.59;0.07;47288.42;14745.17;4795.9;23696.24;5665.84;-0.63
Índia;17/10/2024;35626.52;18862.72;4818.84;6470.18;6852.86;6197.99;0.5;4.58;1.71;21081.84;7557.09;4750.11;14946.63;654.88;-0.32
Índia;18/10/2024;48533.66;30452.5;9368.52;7933.84;9115.32;7016.28;0.48;8.26;5.78;16426.78;15742.23;2587.22;24969.98;2099.04;1.44
Índia;19/10/2024;53432.08;28964.22;6404.91;8252.99;9278.87;12497.68;0.7;9.82;8.19;56211.92;15443.6;4329.84;30782.77;-3218.81;0.05
Índia;20/10/2024;42736.29;22847.77;6663.99;6771.27;6077.21;9706.76;0.42;8.86;5.39;31781.56;9944.2;6051.78;22899.54;-3629.55;0.95
Índia;21/10/2024;54862.88;28760.2;7348.86;10279.14;12861.48;11289.37;0.56;7.8;8.76;43859.0;17752.33;7829.31;26584.97;1572.11;-0.13
Índia;22/10/2024;59270.12;34044.99;6417.45;10967.31;11929.34;7757.32;0.18;6.8;1.01;44085.48;17503.75;6450.75;27029.83;4172.02;1.58
Índia;23/10/2024;54099.04;35582.48;9556.08;9869.47;14875.79;12628.05;0.82;11.84;8.41;48282.38;18643.65;6113.5;23426.41;2247.74;-0.45
Índia;24/10/2024;43309.42;25384.86;7446.89;7104.44;6017.87;4832.29;0.17;5.64;5.59;28133.6;9271.34;2851.57;21827.12;1185.58;-0.6
Índia;25/10/2024;45306.83;24376.7;8499.62;9213.48;13493.91;5567.06;0.08;3.91;9.35;39819.81;11352.06;4005.51;24467.19;7926.85;0.85
Índia;26/10/2024;52654.37;30074.36;8898.66;9702.06;10029.43;11985.17;0.12;8.19;0.92;17632.11;18161.08;5594.69;31351.5;-1955.74;1.58
Índia;27/10/2024;53620.39;34688.78;10416.82;13281.82;15485.85;9248.35;0.88;9.12;5.64;55853.11;17400.55;7098.41;30331.99;6237.5;0.28
Índia;28/10/2024;56123.03;34015.97;7030.76;11019.41;16395.96;12486.58;0.36;10.6;2.53;27299.64;14739.97;3770.36;28675.97;3909.39;0.27
Índia;29/10/2024;54221.21;34929.34;10250.19;11994.39;7777.54;10814.44;0.98;13.23;4.34;50233.84;10976.13;3898.39;26016.04;-3036.89;0.23
Índia;30/10/2024;42381.84;28636.71;8430.08;8284.84;7545.89;5073.41;0.23;4.68;3.46;41220.58;8615.66;5812.58;23078.2;2472.48;0.11
Índia;31/10/2024;40147.7;26328.67;7152.83;7540.34;6107.86;7535.59;0.32;11.45;7.13;47398.15;10153.73;2231.65;23164.58;-1427.73;-0.97
Índia;01/11/2024;50639.18;29851.84;6366.53;9673.82;6831.19;10187.06;0.56;7.85;6.64;18994.69;16645.49;4832.48;26492.21;-3355.87;-0.17
Índia;02/11/2024;49531.38;26607.67;5740.7;8805.11;12607.46;7241.26;0.08;8.36;2.14;55912.58;12677.39;4037.66;24253.87;5366.2;-0.91
Índia;03/11/2024;54544.84;33064.71;10836.86;10053.4;15655.95;6451.24;0.59;5.03;8.79;51948.64;18068.48;6503.95;29153.75;9204.71;0.59
Índia;04/11/2024;64728.92;39779.3;9274.64;14289.47;18952.32;15304.53;0.33;7.64;9.57;32983.71;14186.46;6320.43;31664.71;3647.79;0.64
Índia;05/11/2024;52372.75;26521.16;6318.0;12059.58;9012.17;12437.65;0.57;3.26;9.78;30655.72;13372.89;7387.93;30145.88;-3425.48;1.06
Índia;06/11/2024;55448.45;36983.62;6791.3;8753.64;10278.32;13270.78;0.52;11.8;7.09;59260.19;19275.64;8208.03;28168.24;-2992.46;0.0
Índia;07/11/2024;43322.41;28490.24;7375.94;9893.53;6931.47;8121.66;0.19;5.63;3.69;40699.91;10643.22;3589.3;24253.02;-1190.2;1.74
Índia;08/11/2024;46262.56;27366.46;7879.34;10234.07;8298.01;7544.49;0.58;11.14;0.73;40722.44;12807.22;2488.9;19056.44;753.52;-0.4
Índia;09/11/2024;54031.57;30858.29;9513.79;9805.41;13652.73;9437.81;0.21;12.32;7.22;17961.28;16762.83;6313.96;25670.29;4214.92;0.89
Índia;10/11/2024;52806.81;28226.86;5876.54;8981.34;6562.57;6260.78;0.88;13.79;7.34;53020.29;13413.55;5513.03;29727.25;301.8;0.47
Índia;11/11/2024;38851.66;25152.23;5530.2;7172.96;10465.66;5823.79;0.48;4.3;5.1;32834.95;10046.98;4455.12;18969.98;4641.86;0.28
Índia;12/11/2024;60835.02;39271.25;8861.63;13010.86;16105.65;10244.39;0.84;5.13;5.93;37965.67;13072.89;8466.68;30291.3;5861.27;0.62
Índia;13/11/2024;47669.17;28768.74;7354.12;9943.37;13076.07;11543.65;0.62;7.51;5.15;44456.89;13317.55;3625.67;24854.32;1532.42;1.67
Índia;14/11/2024;45947.02;31552.99;8243.89;9683.05;11875.11;8925.98;0.67;13.86;4.07;35624.72;14572.74;3541.99;23905.78;2949.12;0.05
Índia;15/11/2024;49247.67;25123.84;5686.24;7945.95;10331.02;5810.49;0.54;11.81;6.32;47976.32;13479.77;6097.64;27495.41;4520.53;-0.25
Índia;16/11/2024;34323.35;20285.63;4758.3;5794.65;7453.71;4475.18;0.41;12.25;6.69;30363.01;9440.07;2363.91;16786.47;2978.53;0.41
Índia;17/11/2024;55969.47;30255.91;8963.67;11267.46;9258.89;7337.54;0.14;13.57;9.39;58042.5;16181.0;8180.86;27618.69;1921.35;-0.87
Índia;18/11/2024;38661.85;24678.2;5010.46;7614.32;11091.21;9622.06;0.53;6.3;4.39;42056.56;9113.29;2174.96;21789.4;1469.15;0.59
Índia;19/11/2024;45533.64;30934.84;7673.94;6991.63;11723.01;5856.63;0.13;9.75;4.41;26025.2;13127.19;5660.88;22706.3;5866.38;1.36
Índia;20/11/2024;49617.77;30211.35;6527.01;9246.03;10037.94;11536.28;0.55;4.3;7.31;37942.96;12896.55;5911.35;21502.34;-1498.34;1.36
Índia;21/11/2024;23057.88;14832.49;2733.23;5410.27;3194.75;4648.86;0.37;12.07;0.58;12101.74;6238.87;2800.77;12061.26;-1454.11;1.86
